CSV FILE VERSION : 3.0

!============================================================================= = 
!
!       Copyright  Siemens PLM Software Inc.
!                 All rights reserved
!
!==============================================================================
!
! This file contains the data which are exported from AFU records or XYPlot curves.
!
! The file can be edited with some rules. Please pay attention that any syntax
! violation will cause failure to read this data file.
!
! 1. The structure of this file CANNOT be CHANGED.
! 2. "!" is used as comment line syntax. Any words that are after "!" will be omitted.
! 3. Keyword is embraced with "%". Its value is allowed to be modified within a limitation.
!    The allowed values will be described at the above line for each Keyword.
!    Please pay attention that any invalid input will be omitted
!    and a default value will be set instead.
!The generic options for Function Type:
!General, Time, Cross Spectral Density (CSD), Frequency Response Function, Transmissibility, Power Spectral Density (PSD),
!Spectrum, Shock Response Spectrum, Temperature, Stress vs Strain, S-N Curve, Campbell Diagram, Timing chart,
!Stiffness and Damping, Fast RMS PSD Fit, Vehicle, Motion General

!The options for Frequency Band Summation:
!Octave, 1/3 Octave, 1/12 Octave

!The options for Axis Type:
!Linear, Log, dB, Octave, 1/3 Octave, 1/12 Octave

!The options for Abscissa Spacing:
!Even, Uneven

!The options for Complex Data Option:
!Real Only, Complex(Real/Imaginary), Complex(Magnitude/Phase).

!The options for Spectrum Scaling:
!Peak, RMS

!The options for Weighting:
!None, Weighting A, Weighting B, Weighting C, Weighting D, Weighting AB, Weighting BC

%Record Count%,3
%Record Name%,VELOCITY_PISTON->MAG_Velocity(abs),DISPLACEMENT_PISTON->MAG_Displacement(abs),ACCELERATION_PISTON->MAG_Acceleration(abs)
 , 
%Function Type%,General,General,General
 , 
%Abscissa Spacing%,Even
%Abscissa Axis Type%,Linear
%Abscissa Measure%,Time
%Abscissa Unit%,sec
%Abscissa Axis Label%,Time(sec)
 , 
%Complex Data Option%,Real Only
%Ordinate Axis Type%,Linear,Linear,Linear
%Ordinate Measure%,Velocity,Length,Acceleration
%Ordinate Unit%,mm/sec,mm,mm/sec^2
%Ordinate Axis Label%,Velocity(mm/sec),Length(mm),Acceleration(mm/sec^2)
 , 

#X,VELOCITY_PISTON->MAG_Velocity(abs),DISPLACEMENT_PISTON->MAG_Displacement(abs),ACCELERATION_PISTON->MAG_Acceleration(abs)
# ,Real,Real,Real
7.950000E-02,6.008733E+03,130.102962,1359227.294922
7.960000E-02,6.144428E+03,130.690828,1354524.169922
7.970000E-02,6.279612E+03,131.291986,1349026.245117
7.980000E-02,6.414205E+03,131.906390,1342692.016602
7.990000E-02,6.548121E+03,132.533982,1335480.346680
8.000000E-02,6.681270E+03,133.174703,1327350.097656
8.010000E-02,6.813559E+03,133.828476,1318260.498047
8.020000E-02,6.944888E+03,134.495243,1308171.508789
8.030000E-02,7.075158E+03,135.174900,1297043.579102
8.040000E-02,7.204262E+03,135.867372,1284838.378906
8.050000E-02,7.332092E+03,136.572555,1271518.188477
8.060000E-02,7.458532E+03,137.290299,1257046.142578
8.070000E-02,7.583466E+03,138.020486,1241386.596680
8.080000E-02,7.706773E+03,138.762951,1224505.859375
8.090000E-02,7.828330E+03,139.517561,1206371.704102
8.100000E-02,7.948009E+03,140.284136,1186953.857422
8.110000E-02,8.065681E+03,141.062498,1166223.754883
8.120000E-02,8.181213E+03,141.852438,1144155.273438
8.130000E-02,8.294472E+03,142.653778,1120724.365234
8.140000E-02,8.405317E+03,143.466264,1095909.423828
8.150000E-02,8.513611E+03,144.289672,1069691.528320
8.160000E-02,8.619213E+03,145.123765,1042054.565430
8.170000E-02,8.721979E+03,145.968258,1012985.168457
8.180000E-02,8.821767E+03,146.822900,982472.778320
8.190000E-02,8.918430E+03,147.687361,950510.192871
8.200000E-02,9.011826E+03,148.561373,917093.261719
8.210000E-02,9.101806E+03,149.444580,882221.252441
8.220000E-02,9.188227E+03,150.336668,845896.606445
8.230000E-02,9.270943E+03,151.237279,808125.366211
8.240000E-02,9.349810E+03,152.146056,768916.748047
8.250000E-02,9.424684E+03,153.062597,728283.752441
8.260000E-02,9.495424E+03,153.986514,686242.797852
8.270000E-02,9.561892E+03,154.917419,642813.598633
8.280000E-02,9.623945E+03,155.854762,598020.324707
8.290000E-02,9.681453E+03,156.798184,551889.404297
8.300000E-02,9.734282E+03,157.747254,504450.927734
8.310000E-02,9.782303E+03,158.701509,455738.433838
8.320000E-02,9.825391E+03,159.660473,405788.757324
8.330000E-02,9.863424E+03,160.623670,354641.937256
8.340000E-02,9.896287E+03,161.590666,302340.240479
8.350000E-02,9.923862E+03,162.560940,248929.824829
8.360000E-02,9.946043E+03,163.533926,194459.945679
8.370000E-02,9.962728E+03,164.509058,138982.482910
8.380000E-02,9.973815E+03,165.485799,82551.666260
8.390000E-02,9.979214E+03,166.463569,25224.004745
8.400000E-02,9.978839E+03,167.441830,32941.757202
8.410000E-02,9.972608E+03,168.420002,91884.727478
8.420000E-02,9.960444E+03,169.397503,151542.053223
8.430000E-02,9.942283E+03,170.373738,211849.258423
8.440000E-02,9.918062E+03,171.348095,272740.356445
8.450000E-02,9.887725E+03,172.320008,334147.918701
8.460000E-02,9.851224E+03,173.288837,396003.326416
8.470000E-02,9.808518E+03,174.253985,458237.060547
8.480000E-02,9.759574E+03,175.214842,520778.747559
8.490000E-02,9.704362E+03,176.170766,583557.250977
8.500000E-02,9.642863E+03,177.121148,646501.220703
8.510000E-02,9.575066E+03,178.065360,709538.757324
8.520000E-02,9.500961E+03,179.002777,772598.022461
8.530000E-02,9.420554E+03,179.932773,835606.994629
8.540000E-02,9.333855E+03,180.854589,898492.431641
8.550000E-02,9.240879E+03,181.767672,961184.143066
8.560000E-02,9.141647E+03,182.671458,1023611.450195
8.570000E-02,9.036189E+03,183.565319,1085704.101562
8.580000E-02,8.924538E+03,184.448749,1147394.042969
8.590000E-02,8.806737E+03,185.321108,1208611.938477
8.600000E-02,8.682840E+03,186.181724,1269289.306641
8.610000E-02,8.552906E+03,187.029988,1329359.375000
8.620000E-02,8.416997E+03,187.865287,1388756.347656
8.630000E-02,8.275192E+03,188.686892,1447414.550781
8.640000E-02,8.127563E+03,189.494327,1505271.850586
8.650000E-02,7.974192E+03,190.287024,1562267.089844
8.660000E-02,7.815168E+03,191.064447,1618340.087891
8.670000E-02,7.650585E+03,191.826016,1673432.250977
8.680000E-02,7.480545E+03,192.571208,1727486.450195
8.690000E-02,7.305154E+03,193.299457,1780447.143555
8.700000E-02,7.124524E+03,194.010258,1832260.620117
8.710000E-02,6.938772E+03,194.703087,1882874.389648
8.720000E-02,6.748022E+03,195.377439,1932238.159180
8.730000E-02,6.552392E+03,196.032897,1980304.077148
8.740000E-02,6.352018E+03,196.668968,2027024.658203
8.750000E-02,6.147040E+03,197.285131,2072354.248047
8.760000E-02,5.937600E+03,197.880924,2116249.023438
8.770000E-02,5.723845E+03,198.455885,2158667.480469
8.780000E-02,5.505922E+03,199.009612,2199569.335938
8.790000E-02,5.283987E+03,199.541688,2238916.992188
8.800000E-02,5.058197E+03,200.051740,2276673.828125
8.810000E-02,4.828711E+03,200.539351,2312805.175781
8.820000E-02,4.595695E+03,201.004192,2347278.076172
8.830000E-02,4.359316E+03,201.445907,2380061.767578
8.840000E-02,4.119744E+03,201.864168,2411126.953125
8.850000E-02,3.877152E+03,202.258676,2440446.044922
8.860000E-02,3.631717E+03,202.629119,2467992.919922
8.870000E-02,3.383617E+03,202.975243,2493744.140625
8.880000E-02,3.133032E+03,203.296766,2517676.757812
8.890000E-02,2.880146E+03,203.593463,2539770.507812
8.900000E-02,2.625143E+03,203.865126,2560006.347656
8.910000E-02,2.368209E+03,204.111516,2578366.943359
8.920000E-02,2.109534E+03,204.332486,2594836.669922
8.930000E-02,1.849307E+03,204.527840,2609401.855469
8.940000E-02,1.587720E+03,204.697460,2622050.048828
8.950000E-02,1.324963E+03,204.841197,2632770.507812
8.960000E-02,1.061231E+03,204.958975,2641554.687500
8.970000E-02,7.967179E+02,205.050662,2648394.775391
8.980000E-02,5.316179E+02,205.116227,2653285.400391
8.990000E-02,2.661263E+02,205.155596,2656222.656250
9.000000E-02,4.512806E-01,205.168754,2657202.880859
9.010000E-02,2.652242E+02,205.155686,2656228.271484
9.020000E-02,5.306952E+02,205.116406,2653294.433594
9.030000E-02,7.957851E+02,205.050960,2648410.400391
9.040000E-02,1.060285E+03,204.959378,2641575.927734
9.050000E-02,1.324004E+03,204.841733,2632797.363281
9.060000E-02,1.586749E+03,204.698130,2622082.519531
9.070000E-02,1.848335E+03,204.528630,2609439.941406
9.080000E-02,2.108566E+03,204.333365,2594880.126953
9.090000E-02,2.367249E+03,204.112500,2578415.771484
9.100000E-02,2.624191E+03,203.866199,2560060.302734
9.110000E-02,2.879202E+03,203.594655,2539829.833984
9.120000E-02,3.132097E+03,203.298047,2517741.210938
9.130000E-02,3.382692E+03,202.976614,2493813.476562
9.140000E-02,3.630804E+03,202.630594,2468067.626953
9.150000E-02,3.876251E+03,202.260241,2440525.146484
9.160000E-02,4.118853E+03,201.865822,2411210.937500
9.170000E-02,4.358438E+03,201.447651,2380150.390625
9.180000E-02,4.594831E+03,201.006025,2347371.582031
9.190000E-02,4.827861E+03,200.541273,2312902.832031
9.200000E-02,5.057361E+03,200.053737,2276776.123047
9.210000E-02,5.283167E+03,199.543789,2239023.437500
9.220000E-02,5.505118E+03,199.011788,2199680.175781
9.230000E-02,5.723057E+03,198.458150,2158781.982422
9.240000E-02,5.936830E+03,197.883263,2116367.919922
9.250000E-02,6.146288E+03,197.287560,2072476.074219
9.260000E-02,6.351284E+03,196.671471,2027151.123047
9.270000E-02,6.551668E+03,196.035579,1980433.837891
9.280000E-02,6.747313E+03,195.380241,1932373.168945
9.290000E-02,6.938080E+03,194.705948,1883011.230469
9.300000E-02,7.123858E+03,194.013178,1832401.123047
9.310000E-02,7.304500E+03,193.302438,1780590.820312
9.320000E-02,7.479927E+03,192.574233,1727629.760742
9.330000E-02,7.649981E+03,191.829115,1673580.078125
9.340000E-02,7.814585E+03,191.067591,1618490.234375
9.350000E-02,7.973632E+03,190.290228,1562419.189453
9.360000E-02,8.127026E+03,189.497575,1505425.903320
9.370000E-02,8.274676E+03,188.690215,1447570.312500
9.380000E-02,8.416507E+03,187.868625,1388913.085938
9.390000E-02,8.552438E+03,187.033415,1329517.578125
9.400000E-02,8.682397E+03,186.185196,1269448.364258
9.410000E-02,8.806317E+03,185.324609,1208771.606445
9.420000E-02,8.924144E+03,184.452280,1147553.955078
9.430000E-02,9.035824E+03,183.568791,1085863.037109
9.440000E-02,9.141314E+03,182.674751,1023767.883301
9.450000E-02,9.240578E+03,181.770802,961337.890625
9.460000E-02,9.333585E+03,180.857554,898643.249512
9.470000E-02,9.420311E+03,179.935634,835755.371094
9.480000E-02,9.500743E+03,179.005653,772744.934082
9.490000E-02,9.574870E+03,178.068265,709684.448242
9.500000E-02,9.642692E+03,177.124068,646645.080566
9.510000E-02,9.704214E+03,176.173702,583699.401855
9.520000E-02,9.759449E+03,175.217777,520918.518066
9.530000E-02,9.808417E+03,174.256951,458374.603271
9.540000E-02,9.851146E+03,173.291802,396138.031006
9.550000E-02,9.887668E+03,172.323108,334281.494141
9.560000E-02,9.918024E+03,171.351388,272873.016357
9.570000E-02,9.942266E+03,170.377210,211980.789185
9.580000E-02,9.960446E+03,169.401169,151672.576904
9.590000E-02,9.972630E+03,168.423876,92013.450623
9.600000E-02,9.978883E+03,167.445898,33069.293976
9.610000E-02,9.979279E+03,166.467816,25099.008560
9.620000E-02,9.973902E+03,165.490225,82428.276062
9.630000E-02,9.962832E+03,164.513662,138862.167358
9.640000E-02,9.946177E+03,163.538709,194342.224121
9.650000E-02,9.924006E+03,162.565887,248813.720703
9.660000E-02,9.896459E+03,161.595762,302228.668213
9.670000E-02,9.863619E+03,160.628840,354534.729004
9.680000E-02,9.825606E+03,159.665629,405686.767578
9.690000E-02,9.782537E+03,158.706650,455641.754150
9.700000E-02,9.734533E+03,157.752290,504360.321045
9.710000E-02,9.681721E+03,156.803071,551805.419922
9.720000E-02,9.624229E+03,155.859470,597943.054199
9.730000E-02,9.562191E+03,154.921994,642742.736816
9.740000E-02,9.495741E+03,153.991058,686177.612305
9.750000E-02,9.425015E+03,153.067097,728224.365234
9.760000E-02,9.350156E+03,152.150512,768863.037109
9.770000E-02,9.271304E+03,151.241705,808077.392578
9.780000E-02,9.188601E+03,150.341064,845854.431152
9.790000E-02,9.102194E+03,149.448931,882184.753418
9.800000E-02,9.012226E+03,148.565665,917062.316895
9.810000E-02,8.918843E+03,147.691622,950484.985352
9.820000E-02,8.822190E+03,146.827102,982452.941895
9.830000E-02,8.722413E+03,145.972416,1012970.947266
9.840000E-02,8.619657E+03,145.127863,1042045.654297
9.850000E-02,8.514065E+03,144.293725,1069687.988281
9.860000E-02,8.405779E+03,143.470258,1095910.766602
9.870000E-02,8.294941E+03,142.657712,1120730.834961
9.880000E-02,8.181690E+03,141.856343,1144166.381836
9.890000E-02,8.066165E+03,141.066343,1166239.746094
9.900000E-02,7.948498E+03,140.287936,1186973.999023
9.910000E-02,7.828825E+03,139.521301,1206396.606445
9.920000E-02,7.707276E+03,138.766691,1224534.912109
9.930000E-02,7.583975E+03,138.024211,1241420.654297
9.940000E-02,7.459049E+03,137.294024,1257084.594727
9.950000E-02,7.332614E+03,136.576280,1271561.279297
9.960000E-02,7.204792E+03,135.871097,1284885.986328
9.970000E-02,7.075689E+03,135.178596,1297093.994141
9.980000E-02,6.945424E+03,134.498894,1308226.318359
9.990000E-02,6.814095E+03,133.832082,1318315.673828
1.000000E-01,6.681806E+03,133.178249,1327411.254883


