CSV FILE VERSION : 3.0

!============================================================================= = 
!
!       Copyright  Siemens PLM Software Inc.
!                 All rights reserved
!
!==============================================================================
!
! This file contains the data which are exported from AFU records or XYPlot curves.
!
! The file can be edited with some rules. Please pay attention that any syntax
! violation will cause failure to read this data file.
!
! 1. The structure of this file CANNOT be CHANGED.
! 2. "!" is used as comment line syntax. Any words that are after "!" will be omitted.
! 3. Keyword is embraced with "%". Its value is allowed to be modified within a limitation.
!    The allowed values will be described at the above line for each Keyword.
!    Please pay attention that any invalid input will be omitted
!    and a default value will be set instead.
!The generic options for Function Type:
!General, Time, Cross Spectral Density (CSD), Frequency Response Function, Transmissibility, Power Spectral Density (PSD),
!Spectrum, Shock Response Spectrum, Temperature, Stress vs Strain, S-N Curve, Campbell Diagram, Timing chart,
!Stiffness and Damping, Fast RMS PSD Fit, Vehicle, Motion General

!The options for Frequency Band Summation:
!Octave, 1/3 Octave, 1/12 Octave

!The options for Axis Type:
!Linear, Log, dB, Octave, 1/3 Octave, 1/12 Octave

!The options for Abscissa Spacing:
!Even, Uneven

!The options for Complex Data Option:
!Real Only, Complex(Real/Imaginary), Complex(Magnitude/Phase).

!The options for Spectrum Scaling:
!Peak, RMS

!The options for Weighting:
!None, Weighting A, Weighting B, Weighting C, Weighting D, Weighting AB, Weighting BC

%Record Count%,3
%Record Name%,VELOCITY_PISTON->MAG_Velocity(abs),DISPLACEMENT_PISTON->MAG_Displacement(abs),ACCELERATION_PISTON->MAG_Acceleration(abs)
 , 
%Function Type%,General,General,General
 , 
%Abscissa Spacing%,Even
%Abscissa Axis Type%,Linear
%Abscissa Measure%,Time
%Abscissa Unit%,sec
%Abscissa Axis Label%,Time(sec)
 , 
%Complex Data Option%,Real Only
%Ordinate Axis Type%,Linear,Linear,Linear
%Ordinate Measure%,Velocity,Length,Acceleration
%Ordinate Unit%,mm/sec,mm,mm/sec^2
%Ordinate Axis Label%,Velocity(mm/sec),Length(mm),Acceleration(mm/sec^2)
 , 

#X,VELOCITY_PISTON->MAG_Velocity(abs),DISPLACEMENT_PISTON->MAG_Displacement(abs),ACCELERATION_PISTON->MAG_Acceleration(abs)
# ,Real,Real,Real
3.310000E-02,7.304447E+03,193.302572,1780587.524414
3.320000E-02,7.479869E+03,192.574203,1727627.807617
3.330000E-02,7.649942E+03,191.828907,1673574.462891
3.340000E-02,7.814557E+03,191.067204,1618482.421875
3.350000E-02,7.973612E+03,190.289661,1562409.912109
3.360000E-02,8.127014E+03,189.496830,1505414.428711
3.370000E-02,8.274673E+03,188.689291,1447557.250977
3.380000E-02,8.416505E+03,187.867597,1388899.047852
3.390000E-02,8.552435E+03,187.032357,1329503.662109
3.400000E-02,8.682390E+03,186.184153,1269434.692383
3.410000E-02,8.806309E+03,185.323581,1208758.666992
3.420000E-02,8.924131E+03,184.451237,1147541.015625
3.430000E-02,9.035803E+03,183.567896,1085852.539062
3.440000E-02,9.141282E+03,182.674050,1023760.131836
3.450000E-02,9.240538E+03,181.770295,961332.885742
3.460000E-02,9.333534E+03,180.857256,898642.028809
3.470000E-02,9.420253E+03,179.935545,835756.530762
3.480000E-02,9.500677E+03,179.005787,772750.671387
3.490000E-02,9.574796E+03,178.068593,709692.077637
3.500000E-02,9.642615E+03,177.124619,646657.897949
3.510000E-02,9.704124E+03,176.174462,583713.928223
3.520000E-02,9.759371E+03,175.218761,520937.316895
3.530000E-02,9.808326E+03,174.258128,458396.942139
3.540000E-02,9.851051E+03,173.293203,396164.123535
3.550000E-02,9.887572E+03,172.324583,334309.387207
3.560000E-02,9.917931E+03,171.352893,272902.313232
3.570000E-02,9.942175E+03,170.378640,212010.253906
3.580000E-02,9.960360E+03,169.402435,151700.881958
3.590000E-02,9.972546E+03,168.424934,92040.893555
3.600000E-02,9.978803E+03,167.446762,33095.146179
3.610000E-02,9.979202E+03,166.468501,25073.530197
3.620000E-02,9.973825E+03,165.490717,82404.289246
3.630000E-02,9.962761E+03,164.513975,138838.470459
3.640000E-02,9.946101E+03,163.538828,194319.519043
3.650000E-02,9.923942E+03,162.565842,248792.770386
3.660000E-02,9.896387E+03,161.595538,302207.244873
3.670000E-02,9.863546E+03,160.628453,354513.519287
3.680000E-02,9.825533E+03,159.665078,405665.985107
3.690000E-02,9.782463E+03,158.705935,455621.154785
3.700000E-02,9.734460E+03,157.751516,504339.202881
3.710000E-02,9.681648E+03,156.802267,551783.020020
3.720000E-02,9.624157E+03,155.858696,597919.433594
3.730000E-02,9.562119E+03,154.921219,642717.712402
3.740000E-02,9.495669E+03,153.990299,686151.550293
3.750000E-02,9.424944E+03,153.066337,728196.960449
3.760000E-02,9.350086E+03,152.149767,768834.899902
3.770000E-02,9.271235E+03,151.240960,808047.729492
3.780000E-02,9.188534E+03,150.340319,845824.340820
3.790000E-02,9.102127E+03,149.448186,882152.648926
3.800000E-02,9.012161E+03,148.564935,917031.066895
3.810000E-02,8.918784E+03,147.690967,950450.439453
3.820000E-02,8.822131E+03,146.826535,982419.677734
3.830000E-02,8.722367E+03,145.971969,1012934.814453
3.840000E-02,8.619602E+03,145.127520,1042009.643555
3.850000E-02,8.514017E+03,144.293487,1069652.343750
3.860000E-02,8.405744E+03,143.470109,1095874.145508
3.870000E-02,8.294911E+03,142.657667,1120693.847656
3.880000E-02,8.181664E+03,141.856328,1144129.272461
3.890000E-02,8.066141E+03,141.066343,1166202.270508
3.900000E-02,7.948478E+03,140.287921,1186936.523438
3.910000E-02,7.828807E+03,139.521301,1206358.520508
3.920000E-02,7.707258E+03,138.766646,1224496.582031
3.930000E-02,7.583958E+03,138.024136,1241381.225586
3.940000E-02,7.459031E+03,137.293905,1257044.433594
3.950000E-02,7.332597E+03,136.576101,1271520.141602
3.960000E-02,7.204773E+03,135.870874,1284843.627930
3.970000E-02,7.075673E+03,135.178328,1297051.513672
3.980000E-02,6.945406E+03,134.498581,1308181.518555
3.990000E-02,6.814079E+03,133.831739,1318272.338867
4.000000E-02,6.681793E+03,133.177876,1327363.403320
4.010000E-02,6.548646E+03,132.537082,1335495.239258
4.020000E-02,6.414732E+03,131.909415,1342708.129883
4.030000E-02,6.280141E+03,131.294936,1349043.579102
4.040000E-02,6.144958E+03,130.693719,1354542.480469
4.050000E-02,6.009266E+03,130.105779,1359246.459961
4.060000E-02,5.873140E+03,129.531175,1363196.777344
4.070000E-02,5.736657E+03,128.969923,1366434.814453
4.080000E-02,5.599882E+03,128.422037,1369001.220703
4.090000E-02,5.462883E+03,127.887547,1370936.767578
4.100000E-02,5.325721E+03,127.366453,1372281.372070
4.110000E-02,5.188452E+03,126.858771,1373074.951172
4.120000E-02,5.051128E+03,126.364484,1373355.712891
4.130000E-02,4.913802E+03,125.883594,1373163.574219
4.140000E-02,4.776517E+03,125.416085,1372534.179688
4.150000E-02,4.639314E+03,124.961950,1371505.004883
4.160000E-02,4.502234E+03,124.521151,1370110.839844
4.170000E-02,4.365307E+03,124.093682,1368386.840820
4.180000E-02,4.228571E+03,123.679511,1366366.699219
4.190000E-02,4.092047E+03,123.278603,1364082.519531
4.200000E-02,3.955766E+03,122.890942,1361567.504883
4.210000E-02,3.819745E+03,122.516483,1358849.121094
4.220000E-02,3.684003E+03,122.155197,1355961.914062
4.230000E-02,3.548564E+03,121.807046,1352927.124023
4.240000E-02,3.413417E+03,121.471994,1349781.127930
4.250000E-02,3.278609E+03,121.150009,1346541.137695
4.260000E-02,3.144121E+03,120.841034,1343237.304688
4.270000E-02,3.009965E+03,120.545052,1339892.456055
4.280000E-02,2.876145E+03,120.262004,1336529.174805
4.290000E-02,2.742661E+03,119.991869,1333169.311523
4.300000E-02,2.609512E+03,119.734600,1329833.129883
4.310000E-02,2.476696E+03,119.490162,1326540.161133
4.320000E-02,2.344206E+03,119.258508,1323308.959961
4.330000E-02,2.212035E+03,119.039610,1320156.982422
4.340000E-02,2.080174E+03,118.833430,1317100.585938
4.350000E-02,1.948614E+03,118.639931,1314155.029297
4.360000E-02,1.817342E+03,118.459076,1311334.350586
4.370000E-02,1.686345E+03,118.290842,1308651.977539
4.380000E-02,1.555609E+03,118.135192,1306120.239258
4.390000E-02,1.425117E+03,117.992096,1303750.122070
4.400000E-02,1.294855E+03,117.861532,1301552.124023
4.410000E-02,1.164803E+03,117.743477,1299535.400391
4.420000E-02,1.034943E+03,117.637902,1297708.618164
4.430000E-02,9.052558E+02,117.544793,1296078.979492
4.440000E-02,7.757219E+02,117.464125,1294653.320312
4.450000E-02,6.463193E+02,117.395893,1293437.377930
4.460000E-02,5.170282E+02,117.340073,1292435.546875
4.470000E-02,3.878256E+02,117.296658,1291652.099609
4.480000E-02,2.586909E+02,117.265634,1291089.965820
4.490000E-02,1.296005E+02,117.247008,1290751.342773
4.500000E-02,5.333654E-01,117.240764,1290637.451172
4.510000E-02,1.285346E+02,117.246911,1290748.779297
4.520000E-02,2.576240E+02,117.265433,1291084.960938
4.530000E-02,3.867595E+02,117.296353,1291644.531250
4.540000E-02,5.159606E+02,117.339663,1292425.537109
4.550000E-02,6.452522E+02,117.395386,1293424.804688
4.560000E-02,7.746542E+02,117.463522,1294638.427734
4.570000E-02,9.041880E+02,117.544085,1296061.645508
4.580000E-02,1.033875E+03,117.637090,1297688.842773
4.590000E-02,1.163734E+03,117.742561,1299513.427734
4.600000E-02,1.293785E+03,117.860518,1301527.832031
4.610000E-02,1.424047E+03,117.990978,1303723.632812
4.620000E-02,1.554538E+03,118.133970,1306091.674805
4.630000E-02,1.685273E+03,118.289515,1308621.459961
4.640000E-02,1.816269E+03,118.457653,1311301.757812
4.650000E-02,1.947541E+03,118.638404,1314120.483398
4.660000E-02,2.079100E+03,118.831798,1317064.208984
4.670000E-02,2.210960E+03,119.037881,1320119.018555
4.680000E-02,2.343130E+03,119.256675,1323269.287109
4.690000E-02,2.475620E+03,119.488217,1326499.023438
4.700000E-02,2.608436E+03,119.732551,1329790.771484
4.710000E-02,2.741583E+03,119.989716,1333126.098633
4.720000E-02,2.875066E+03,120.259739,1336485.595703
4.730000E-02,3.008884E+03,120.542668,1339848.632812
4.740000E-02,3.143039E+03,120.838538,1343193.603516
4.750000E-02,3.277526E+03,121.147394,1346497.680664
4.760000E-02,3.412341E+03,121.469267,1349736.938477
4.770000E-02,3.547475E+03,121.804208,1352886.352539
4.780000E-02,3.682919E+03,122.152239,1355919.799805
4.790000E-02,3.818660E+03,122.513421,1358809.448242
4.800000E-02,3.954682E+03,122.887775,1361527.099609
4.810000E-02,4.090965E+03,123.275332,1364043.701172
4.820000E-02,4.227489E+03,123.676129,1366328.491211
4.830000E-02,4.364230E+03,124.090202,1368349.975586
4.840000E-02,4.501157E+03,124.517567,1370075.927734
4.850000E-02,4.638241E+03,124.958254,1371472.656250
4.860000E-02,4.775446E+03,125.412285,1372505.004883
4.870000E-02,4.912735E+03,125.879690,1373137.207031
4.880000E-02,5.050066E+03,126.360476,1373332.885742
4.890000E-02,5.187394E+03,126.854658,1373054.687500
4.900000E-02,5.324667E+03,127.362236,1372264.160156
4.910000E-02,5.461836E+03,127.883211,1370922.729492
4.920000E-02,5.598841E+03,128.417596,1368990.600586
4.930000E-02,5.735621E+03,128.965378,1366427.734375
4.940000E-02,5.872112E+03,129.526526,1363193.603516
4.950000E-02,6.008245E+03,130.101040,1359247.436523
4.960000E-02,6.143946E+03,130.688861,1354547.973633
4.970000E-02,6.279137E+03,131.289989,1349053.588867
4.980000E-02,6.413738E+03,131.904364,1342723.266602
4.990000E-02,6.547662E+03,132.531926,1335515.380859
5.000000E-02,6.680820E+03,133.172616,1327389.038086
5.010000E-02,6.813118E+03,133.826390,1318303.466797
5.020000E-02,6.944457E+03,134.493127,1308218.505859
5.030000E-02,7.074734E+03,135.172755,1297093.872070
5.040000E-02,7.203846E+03,135.865167,1284891.235352
5.050000E-02,7.331682E+03,136.570275,1271573.242188
5.060000E-02,7.458128E+03,137.287930,1257103.271484
5.070000E-02,7.583069E+03,138.018027,1241445.922852
5.080000E-02,7.706383E+03,138.760403,1224567.626953
5.090000E-02,7.827947E+03,139.514923,1206435.913086
5.100000E-02,7.947634E+03,140.281394,1187020.629883
5.110000E-02,8.065313E+03,141.059652,1166293.334961
5.120000E-02,8.180854E+03,141.849503,1144227.661133
5.130000E-02,8.294121E+03,142.650723,1120799.682617
5.140000E-02,8.404975E+03,143.463105,1095987.915039
5.150000E-02,8.513282E+03,144.286439,1069773.437500
5.160000E-02,8.618896E+03,145.120487,1042140.014648
5.170000E-02,8.721676E+03,145.964965,1013074.035645
5.180000E-02,8.821477E+03,146.819577,982565.124512
5.190000E-02,8.918156E+03,147.684023,950606.018066
5.200000E-02,9.011565E+03,148.558006,917192.565918
5.210000E-02,9.101561E+03,149.441198,882323.913574
5.220000E-02,9.187996E+03,150.333270,846002.563477
5.230000E-02,9.270728E+03,151.233852,808234.558105
5.240000E-02,9.349611E+03,152.142599,769029.113770
5.250000E-02,9.424502E+03,153.059140,728399.230957
5.260000E-02,9.495259E+03,153.983042,686361.267090
5.270000E-02,9.561744E+03,154.913917,642935.058594
5.280000E-02,9.623817E+03,155.851349,598143.981934
5.290000E-02,9.681344E+03,156.794891,552014.831543
5.300000E-02,9.734193E+03,157.744095,504577.819824
5.310000E-02,9.782233E+03,158.698484,455866.516113
5.320000E-02,9.825341E+03,159.657598,405917.785645
5.330000E-02,9.863394E+03,160.620943,354771.606445
5.340000E-02,9.896274E+03,161.588028,302471.099854
5.350000E-02,9.923868E+03,162.558317,249062.316895
5.360000E-02,9.946068E+03,163.531289,194594.192505
5.370000E-02,9.962770E+03,164.506301,139119.552612
5.380000E-02,9.973876E+03,165.482864,82691.772461
5.390000E-02,9.979296E+03,166.460484,25367.191315
5.400000E-02,9.978941E+03,167.438567,32795.475006
5.410000E-02,9.972731E+03,168.416560,91735.389709
5.420000E-02,9.960590E+03,169.393867,151389.801025
5.430000E-02,9.942452E+03,170.369923,211694.213867
5.440000E-02,9.918255E+03,171.344101,272582.611084
5.450000E-02,9.887941E+03,172.315836,333987.609863
5.460000E-02,9.851466E+03,173.284486,395840.606689
5.470000E-02,9.808786E+03,174.249455,458072.113037
5.480000E-02,9.759868E+03,175.210133,520611.694336
5.490000E-02,9.704682E+03,176.165879,583388.305664
5.500000E-02,9.643212E+03,177.116096,646330.505371
5.510000E-02,9.575439E+03,178.060234,709367.736816
5.520000E-02,9.501358E+03,178.997666,772427.734375
5.530000E-02,9.420972E+03,179.927722,835438.110352
5.540000E-02,9.334292E+03,180.849716,898326.721191
5.550000E-02,9.241332E+03,181.763038,961022.033691
5.560000E-02,9.142114E+03,182.667062,1023453.186035
5.570000E-02,9.036670E+03,183.561161,1085550.048828
5.580000E-02,8.925035E+03,184.444740,1147242.919922
5.590000E-02,8.807254E+03,185.317174,1208463.012695
5.600000E-02,8.683376E+03,186.177835,1269142.456055
5.610000E-02,8.553462E+03,187.026143,1329214.721680
5.620000E-02,8.417573E+03,187.861487,1388614.013672
5.630000E-02,8.275780E+03,188.683286,1447276.123047
5.640000E-02,8.128160E+03,189.490944,1505137.939453
5.650000E-02,7.974797E+03,190.283895,1562137.817383
5.660000E-02,7.815779E+03,191.061556,1618215.576172
5.670000E-02,7.651201E+03,191.823378,1673312.500000
5.680000E-02,7.481165E+03,192.568809,1727371.459961
5.690000E-02,7.305778E+03,193.297297,1780336.914062
5.700000E-02,7.125150E+03,194.008335,1832155.029297
5.710000E-02,6.939400E+03,194.701403,1882773.559570
5.720000E-02,6.748651E+03,195.375979,1932141.967773
5.730000E-02,6.553028E+03,196.031585,1980211.425781
5.740000E-02,6.352665E+03,196.667731,2026935.180664
5.750000E-02,6.147699E+03,197.283953,2072267.578125
5.760000E-02,5.938272E+03,197.879806,2116165.527344
5.770000E-02,5.724537E+03,198.454738,2158586.181641
5.780000E-02,5.506638E+03,199.008420,2199490.234375
5.790000E-02,5.284728E+03,199.540436,2238839.843750
5.800000E-02,5.058961E+03,200.050429,2276598.632812
5.810000E-02,4.829501E+03,200.537995,2312732.421875
5.820000E-02,4.596509E+03,201.002806,2347208.007812
5.830000E-02,4.360155E+03,201.444492,2379994.384766
5.840000E-02,4.120605E+03,201.862723,2411062.500000
5.850000E-02,3.878039E+03,202.257216,2440384.521484
5.860000E-02,3.632627E+03,202.627659,2467934.814453
5.870000E-02,3.384550E+03,202.973768,2493689.208984
5.880000E-02,3.133988E+03,203.295305,2517625.488281
5.890000E-02,2.881124E+03,203.592017,2539722.900391
5.900000E-02,2.626133E+03,203.863725,2559962.890625
5.910000E-02,2.369206E+03,204.110220,2578327.880859
5.920000E-02,2.110535E+03,204.331279,2594802.246094
5.930000E-02,1.850312E+03,204.526737,2609371.826172
5.940000E-02,1.588728E+03,204.696462,2622024.658203
5.950000E-02,1.325974E+03,204.840288,2632749.755859
5.960000E-02,1.062245E+03,204.958156,2641538.330078
5.970000E-02,7.977334E+02,205.049947,2648383.056641
5.980000E-02,5.326343E+02,205.115601,2653278.320312
5.990000E-02,2.671439E+02,205.155075,2656219.726562
6.000000E-02,1.456747E+00,205.168337,2657205.322266
6.010000E-02,2.642316E+02,205.155358,2656233.886719
6.020000E-02,5.297253E+02,205.116183,2653306.640625
6.030000E-02,7.948291E+02,205.050826,2648425.537109
6.040000E-02,1.059347E+03,204.959318,2641595.214844
6.050000E-02,1.323085E+03,204.841748,2632820.312500
6.060000E-02,1.585850E+03,204.698205,2622109.619141
6.070000E-02,1.847446E+03,204.528779,2609470.458984
6.080000E-02,2.107684E+03,204.333603,2594915.527344
6.090000E-02,2.366370E+03,204.112843,2578453.613281
6.100000E-02,2.623307E+03,203.866661,2560104.248047
6.110000E-02,2.878305E+03,203.595251,2539877.197266
6.120000E-02,3.131200E+03,203.298807,2517793.701172
6.130000E-02,3.381775E+03,202.977538,2493872.314453
6.140000E-02,3.629895E+03,202.631682,2468125.488281
6.150000E-02,3.875325E+03,202.261508,2440592.285156
6.160000E-02,4.117922E+03,201.867282,2411283.691406
6.170000E-02,4.357502E+03,201.449290,2380228.271484
6.180000E-02,4.593890E+03,201.007858,2347454.589844
6.190000E-02,4.826917E+03,200.543299,2312991.455078
6.200000E-02,5.056423E+03,200.055927,2276869.384766
6.210000E-02,5.282239E+03,199.546069,2239121.337891
6.220000E-02,5.504204E+03,199.014172,2199781.982422
6.230000E-02,5.722157E+03,198.460609,2158888.183594
6.240000E-02,5.935945E+03,197.885796,2116477.539062
6.250000E-02,6.145416E+03,197.290182,2072590.576172
6.260000E-02,6.350428E+03,196.674183,2027268.554688
6.270000E-02,6.550838E+03,196.038261,1980555.053711
6.280000E-02,6.746509E+03,195.382878,1932495.239258
6.290000E-02,6.937309E+03,194.708511,1883136.474609
6.300000E-02,7.123111E+03,194.015652,1832527.099609
6.310000E-02,7.303791E+03,193.304822,1780718.017578
6.320000E-02,7.479233E+03,192.576513,1727760.864258
6.330000E-02,7.649324E+03,191.831291,1673710.205078
6.340000E-02,7.813958E+03,191.069648,1618620.727539
6.350000E-02,7.973033E+03,190.292165,1562550.415039
6.360000E-02,8.126455E+03,189.499393,1505557.006836
6.370000E-02,8.274135E+03,188.691899,1447702.026367
6.380000E-02,8.415987E+03,187.870264,1389045.043945
6.390000E-02,8.551932E+03,187.035203,1329653.442383
6.400000E-02,8.681899E+03,186.187223,1269587.768555
6.410000E-02,8.805833E+03,185.326889,1208915.161133
6.420000E-02,8.923666E+03,184.454784,1147702.026367
6.430000E-02,9.035362E+03,183.571547,1086013.305664
6.440000E-02,9.140860E+03,182.677761,1023926.147461
6.450000E-02,9.240131E+03,181.774065,961495.483398
6.460000E-02,9.333169E+03,180.861056,898810.607910
6.470000E-02,9.419904E+03,179.939389,835922.058105
6.480000E-02,9.500350E+03,179.009661,772915.039062
6.490000E-02,9.574494E+03,178.072497,709857.666016
6.500000E-02,9.642334E+03,177.128538,646821.594238
6.510000E-02,9.703875E+03,176.178411,583878.662109
6.520000E-02,9.759131E+03,175.222635,521099.487305
6.530000E-02,9.808123E+03,174.261853,458555.786133
6.540000E-02,9.850876E+03,173.296720,396319.213867
6.550000E-02,9.887424E+03,172.327906,334460.632324
6.560000E-02,9.917809E+03,171.356022,273049.652100
6.570000E-02,9.942076E+03,170.381680,212154.632568
6.580000E-02,9.960283E+03,169.405460,151843.048096
6.590000E-02,9.972493E+03,168.427959,92181.205750
6.600000E-02,9.978769E+03,167.449802,33233.089447
6.610000E-02,9.979189E+03,166.471541,24938.030243
6.620000E-02,9.973834E+03,165.493757,82271.522522
6.630000E-02,9.962789E+03,164.517030,138708.526611
6.640000E-02,9.946149E+03,163.541883,194192.169189
6.650000E-02,9.924008E+03,162.568882,248668.930054
6.660000E-02,9.896475E+03,161.598578,302086.547852
6.670000E-02,9.863653E+03,160.631463,354396.484375
6.680000E-02,9.825659E+03,159.668088,405552.337646
6.690000E-02,9.782606E+03,158.708930,455511.230469
6.700000E-02,9.734622E+03,157.754481,504232.971191
6.710000E-02,9.681826E+03,156.805232,551680.664062
6.720000E-02,9.624354E+03,155.861631,597821.166992
6.730000E-02,9.562333E+03,154.924244,642622.009277
6.740000E-02,9.495903E+03,153.993428,686060.546875
6.750000E-02,9.425197E+03,153.069571,728107.238770
6.760000E-02,9.350354E+03,152.153105,768751.281738
6.770000E-02,9.271527E+03,151.244417,807964.782715
6.780000E-02,9.188830E+03,150.343865,845747.985840
6.790000E-02,9.101919E+03,149.444982,882243.896484
6.800000E-02,9.011724E+03,148.559257,917178.161621
6.810000E-02,8.918483E+03,147.687539,950536.560059
6.820000E-02,8.821825E+03,146.823123,982499.267578
6.830000E-02,8.722038E+03,145.968482,1013012.939453
6.840000E-02,8.619308E+03,145.123914,1042089.965820
6.850000E-02,8.513708E+03,144.289896,1069728.271484
6.860000E-02,8.405416E+03,143.466562,1095947.509766
6.870000E-02,8.294572E+03,142.654136,1120763.793945
6.880000E-02,8.181314E+03,141.852841,1144195.922852
6.890000E-02,8.065781E+03,141.062886,1166265.502930
6.900000E-02,7.948106E+03,140.284508,1186996.337891
6.910000E-02,7.828425E+03,139.517933,1206415.039062
6.920000E-02,7.706866E+03,138.763309,1224549.926758
6.930000E-02,7.583557E+03,138.020828,1241431.274414
6.940000E-02,7.458621E+03,137.290642,1257091.308594
6.950000E-02,7.332179E+03,136.572883,1271563.964844
6.960000E-02,7.204347E+03,135.867700,1284884.399414
6.970000E-02,7.075239E+03,135.175198,1297089.355469
6.980000E-02,6.944965E+03,134.495497,1308216.430664
6.990000E-02,6.813632E+03,133.828700,1318304.565430
7.000000E-02,6.681339E+03,133.174881,1327393.066406
7.010000E-02,6.548185E+03,132.534131,1335522.094727
7.020000E-02,6.414265E+03,131.906509,1342732.543945
7.030000E-02,6.279668E+03,131.292090,1349065.429688
7.040000E-02,6.144480E+03,130.690902,1354562.011719
7.050000E-02,6.008782E+03,130.103022,1359263.793945
7.060000E-02,5.872653E+03,129.528463,1363212.036133
7.070000E-02,5.736164E+03,128.967255,1366447.875977
7.080000E-02,5.599386E+03,128.419429,1369012.329102
7.090000E-02,5.462383E+03,127.884999,1370946.166992
7.100000E-02,5.325217E+03,127.363950,1372289.062500
7.110000E-02,5.187943E+03,126.856312,1373080.932617
7.120000E-02,5.050618E+03,126.362085,1373360.229492
7.130000E-02,4.913287E+03,125.881240,1373165.771484
7.140000E-02,4.776000E+03,125.413790,1372534.179688
7.150000E-02,4.638794E+03,124.959692,1371503.417969
7.160000E-02,4.501712E+03,124.518946,1370108.520508
7.170000E-02,4.364784E+03,124.091528,1368383.300781
7.180000E-02,4.228045E+03,123.677403,1366362.060547
7.190000E-02,4.091520E+03,123.276554,1364077.392578
7.200000E-02,3.955236E+03,122.888945,1361560.913086
7.210000E-02,3.819214E+03,122.514538,1358842.773438
7.220000E-02,3.683474E+03,122.153312,1355952.514648
7.230000E-02,3.548029E+03,121.805228,1352918.823242
7.240000E-02,3.412894E+03,121.470235,1349769.042969
7.250000E-02,3.278079E+03,121.148303,1346529.296875
7.260000E-02,3.143591E+03,120.839395,1343224.853516
7.270000E-02,3.009436E+03,120.543472,1339879.272461
7.280000E-02,2.875616E+03,120.260492,1336515.502930
7.290000E-02,2.742133E+03,119.990416,1333155.273438
7.300000E-02,2.608985E+03,119.733199,1329819.091797
7.310000E-02,2.476168E+03,119.488813,1326526.489258
7.320000E-02,2.343678E+03,119.257212,1323295.776367
7.330000E-02,2.211507E+03,119.038366,1320144.409180
7.340000E-02,2.079646E+03,118.832238,1317088.623047
7.350000E-02,1.948085E+03,118.638784,1314143.676758
7.360000E-02,1.816813E+03,118.457988,1311323.852539
7.370000E-02,1.685816E+03,118.289798,1308642.211914
7.380000E-02,1.555080E+03,118.134201,1306111.206055
7.390000E-02,1.424589E+03,117.991157,1303741.943359
7.400000E-02,1.294325E+03,117.860638,1301544.921875
7.410000E-02,1.164271E+03,117.742628,1299529.296875
7.420000E-02,1.034410E+03,117.637098,1297703.491211
7.430000E-02,9.047208E+02,117.544033,1296074.951172
7.440000E-02,7.751845E+02,117.463417,1294650.146484
7.450000E-02,6.457803E+02,117.395230,1293434.936523
7.460000E-02,5.164868E+02,117.339455,1292434.082031
7.470000E-02,3.872837E+02,117.296092,1291651.367188
7.480000E-02,2.581485E+02,117.265120,1291089.965820
7.490000E-02,1.290584E+02,117.246546,1290752.075195
7.500000E-02,9.177574E-03,117.240354,1290638.916016
7.510000E-02,1.290768E+02,117.246546,1290750.854492
7.520000E-02,2.581669E+02,117.265128,1291087.768555
7.530000E-02,3.873019E+02,117.296100,1291648.071289
7.540000E-02,5.165039E+02,117.339462,1292429.687500
7.550000E-02,6.457951E+02,117.395230,1293429.565430
7.560000E-02,7.751972E+02,117.463417,1294643.920898
7.570000E-02,9.047311E+02,117.544033,1296067.871094
7.580000E-02,1.034418E+03,117.637090,1297695.678711
7.590000E-02,1.164277E+03,117.742613,1299520.751953
7.600000E-02,1.294329E+03,117.860623,1301535.766602
7.610000E-02,1.424591E+03,117.991135,1303732.177734
7.620000E-02,1.555081E+03,118.134178,1306100.585938
7.630000E-02,1.685817E+03,118.289784,1308630.859375
7.640000E-02,1.816813E+03,118.457966,1311311.645508
7.650000E-02,1.948084E+03,118.638769,1314130.737305
7.660000E-02,2.079643E+03,118.832223,1317074.829102
7.670000E-02,2.211504E+03,119.038358,1320129.516602
7.680000E-02,2.343676E+03,119.257212,1323279.541016
7.690000E-02,2.476166E+03,119.488820,1326508.789062
7.700000E-02,2.608983E+03,119.733214,1329799.926758
7.710000E-02,2.742131E+03,119.990438,1333134.521484
7.720000E-02,2.875614E+03,120.260529,1336493.164062
7.730000E-02,3.009434E+03,120.543525,1339855.102539
7.740000E-02,3.143588E+03,120.839454,1343198.974609
7.750000E-02,3.278075E+03,121.148370,1346502.075195
7.760000E-02,3.412889E+03,121.470302,1349740.722656
7.770000E-02,3.548022E+03,121.805288,1352889.526367
7.780000E-02,3.683464E+03,122.153379,1355922.241211
7.790000E-02,3.819203E+03,122.514598,1358811.645508
7.800000E-02,3.955222E+03,122.888997,1361529.418945
7.810000E-02,4.091504E+03,123.276599,1364045.898438
7.820000E-02,4.228024E+03,123.677447,1366330.688477
7.830000E-02,4.364762E+03,124.091558,1368352.172852
7.840000E-02,4.501688E+03,124.518976,1370077.636719
7.850000E-02,4.638769E+03,124.959715,1371473.022461
7.860000E-02,4.775971E+03,125.413805,1372504.028320
7.870000E-02,4.913258E+03,125.881255,1373134.887695
7.880000E-02,5.050586E+03,126.362085,1373329.101562
7.890000E-02,5.187910E+03,126.856312,1373049.194336
7.900000E-02,5.325181E+03,127.363950,1372257.080078
7.910000E-02,5.462345E+03,127.884984,1370913.696289
7.920000E-02,5.599346E+03,128.419414,1368979.736328
7.930000E-02,5.736121E+03,128.967226,1366414.184570
7.940000E-02,5.872607E+03,129.528418,1363176.879883
